,komentar,score,value,,jika score,maka,,,,,,komentar,score,value
1845,"Sudahlah kawan, jangankan pelajaran, perasaan aja udah virtual jaman sekarang ini",5,POSITIVE,,,,,,,,,,,
1846,Semakin kesini apk ny jdi gk jelas banyak bug tugas setiap jam 8 pasti ada notif tugas tolong benerin bug nya dong capek aku,1,NEGATIVE,,,,,,,,,,,
1847,plis ini kenapa upload tugasnya lama banget padahal cuma 3 mb an bahkan kb tapi kenapa lama banget,2,NEGATIVE,,,,,,,,,,,
1848,"Guru nya gak sopan,. pada spam tugas Dan karna saya pelajar yg jahat saya kasih bintang 1",1,NEGATIVE,,,,,,,,,,,
1849,Jelek bet dah main film lan sinétron iki wes metu ing madu Sragen di akun Google akun anda dengan pict,1,NEGATIVE,,,,,,,,,,,
1850,"Kenapa pas mengetik jawaban malah gk ada tombol enter buat nulis kebawah, tolong perbaiki",1,NEGATIVE,,,,,,,,,,,
1851,Aplikasi ini cuman bikin gue dimarahin kakak gue dan terlalu rumit dan banyak tugasnya,1,NEGATIVE,,,,,,,,,,,
1852,"Tolong ada banyak bug yg harus di perbaiki apa ini saya enak"" tidur ad bnyk notif tugas",1,NEGATIVE,,,,,,,,,,,
1853,Kenapa kok setiap tengah malem ada tugas. Orang lagi asik tidur dikirim tugas haduh,1,NEGATIVE,,,,,,,,,,,
1854,Tolong dong..kode classrom nya setakan biar gak susah harus cari sana sini kalo telat masuk,2,NEGATIVE,,,,,,,,,,,
1855,Entah mengapa kagak bisa buka link video youtube,2,NEGATIVE,,,,,,,,,,,
1856,banyak bug mengapa guru sering membagikan hal yg tidak jelas mohon di urus bugnya sangat jelek,1,NEGATIVE,,,,,,,,,,,
1857,Pliiiisss bantu aku kirim tugas nya jangan susah susah Doong,4,POSITIVE,,,,,,,,,,,
1858,"Ini gmn y, tiap hari ada notifikasi suruh ngerjain tugas, kecuali hari minggu",1,NEGATIVE,,,,,,,,,,,
1859,Sangat lambat dan buruk sekali dalam sistem peng-upload-an tugas berbentuk foto.,1,NEGATIVE,,,,,,,,,,,
1860,Kepada developer mohon bug nya di perbaiki supaya tidak ada notif terus menerus.,4,POSITIVE,,,,,,,,,,,
1861,"Hadeh,gak ada notif tugas masuk,dan alhasil terlambat ngerjain",1,NEGATIVE,,,,,,,,,,,
1862,"apk nya bagus smpe membuat sy pusing 🥰🙏🏼 ini game nya kpn tamat ya hehe, keluar satu tumbuh seribu 🥰",5,POSITIVE,,,,,,,,,,,
1863,Kok saya dah masukin kode saya dah berapa kli tapi kok gk bisa ya malesin saya Sama aplikasi ini,5,POSITIVE,,,,,,,,,,,
1864,"Tolong perbaiki lagi, kenapa gk ada notifikasi masuk? Jadi nya telat Mulu mau ngumpulin tugas apalagi absen",2,NEGATIVE,,,,,,,,,,,
1865,"Bahasa nya tidak bisa diganti menjadi bahasa Indonesia, walaupun sudah diperbaiki masih tetap tidak bisa",1,NEGATIVE,,,,,,,,,,,
1866,"aplikasi mantap buat belajar, sebagai bekal untuk masa depan !!!",5,POSITIVE,,,,,,,,,,,
1867,Ngebug ni kek nya selalu aja muncul notif menggagu waktu saya,2,NEGATIVE,,,,,,,,,,,
1868,Ini kenapa setiap guru ngasi link tugas pasti gak bisa di buka tolong diperbaiki lagi,1,NEGATIVE,,,,,,,,,,,
1869,"App nya udh bgs, tp klo mau ngirim tugas loading nya lama bgt sama harus satu2 ngirimnya",4,POSITIVE,,,,,,,,,,,
1870,Seneng si ngebantu bgt buat proses belajar dan ngumpul tugas smoga aplikasi ini kedepannya makin dipermudah biar gk rumit lgi,5,POSITIVE,,,,,,,,,,,
1871,"Aps gaguna masih banyak bug nya masa lagi enak main codm tiba tiba ada tugas,kan mengganggu",1,NEGATIVE,,,,,,,,,,,
1872,Aplikasinya aneh. muncul notif terus setiap hari,1,NEGATIVE,,,,,,,,,,,
1873,Lagi enak' tidur eh malah ada notifikasi tugas.... HUH MERESAHKAN!!!,1,NEGATIVE,,,,,,,,,,,
1874,"enggak kayak dulu sekarang mau ngumpulin tugas susah banget loading terus,tolong di perbaiki ajg",1,NEGATIVE,,,,,,,,,,,
1875,Mau kirim tugas malah tidak dapat menampilkan google drive terus. Haduhhhhhhhhh,1,NEGATIVE,,,,,,,,,,,
1876,"Aplikasi nya jelek apalagi tiba tiba langsung nyepam tugas bikin stres anj.....................................,........................................................",1,NEGATIVE,,,,,,,,,,,
1877,Kenapa saat mengirim jawaban ada peringatan tidak dapat melampirkan file drive?,1,NEGATIVE,,,,,,,,,,,
1878,Untuk nge upload tugas atau dokumen lama bet...padahal dah mau abis jam pengumpulannya,1,NEGATIVE,,,,,,,,,,,
1879,Knp pas coba pke akun kedua sy mlh ganti otomatis ke akun semula ?????????,1,NEGATIVE,,,,,,,,,,,
1880,Aplikasi ya membantu tapi kekurangan ya tidak ada fitur chat pribadi & tidak bisa melihat profil guru dan siswa,4,POSITIVE,,,,,,,,,,,
1881,"Apk nya si bagus, tapi tugasnya bikin pusing",4,POSITIVE,,,,,,,,,,,
1882,Jadi lagi mining terus nemu diamond tapi pas diancurin yang dapat malaheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeemerald Tolong mojang perbaikin ya bug nya,4,POSITIVE,,,,,,,,,,,
1883,Ini gimana sih tolong dong developer benerin masa abis gw update malah kelasnya ilang semua jgn bikin ribet dong tugas gw bnyk mo gw kerjain mlh ilang semua,1,NEGATIVE,,,,,,,,,,,
1884,untuk PJJ bagus namun kalo bisa untuk upload tugas lebih cepat padahal wifi full tapi lumayan,5,POSITIVE,,,,,,,,,,,
1885,Aplikasi beban turunin mental terlalu banyak tugas :(,5,POSITIVE,,,,,,,,,,,
1886,Classroom sekarang banyak bug!!! Ngirim tugas video aja lama banget,1,NEGATIVE,,,,,,,,,,,
1887,Saya benci dengan notif apk ini masak saya tidur ada notif? Menggangu jam tidur saya aja😡,1,NEGATIVE,,,,,,,,,,,
1888,"Ko makin jelek sii, susah upload tugas terus ga muncul notifikasi kalo ada tugas,,",1,NEGATIVE,,,,,,,,,,,
1889,Bisa perbaiki masalah durasi pengiriman video and gua lama banget nunggu capek buat ngedit lah durasi ya lama banget,1,NEGATIVE,,,,,,,,,,,
1890,Setelah absen.. Susah untuk dikembalikan..,1,NEGATIVE,,,,,,,,,,,
1891,Aplikasinya bagus buat belajar. yang kasih bintang 1 pasti bocil2 gamau belajar.,5,POSITIVE,,,,,,,,,,,
1892,"aplikasi ini sangat membantu di saat covid seperti ini,tambahin updatenya dong",1,NEGATIVE,,,,,,,,,,,
1893,Ini bagaimana ya gcr ga bisa di gunakan untuk mengirim tugas di sekolah saya..,5,POSITIVE,,,,,,,,,,,
1894,"Banyak sekali bug, masak iya saya lagi tidur tiba2 ada notif tugas, tolong segera diperbaiki",1,NEGATIVE,,,,,,,,,,,
1895,Gimana sih clasroom saya mau upload file aja lama,1,NEGATIVE,,,,,,,,,,,
1896,"kenapa setiap mengirim video load nya lama banget, padahal kapasitas kecil.",1,NEGATIVE,,,,,,,,,,,
1897,sebenernya classroom ini mudahin kita untuk daring tapi ko banyak yang rate jelek ya? kan guru yang ngasi tugas bukan classroom lagian juga untung banget gaada iklan,5,POSITIVE,,,,,,,,,,,
1898,Bagus Banget Buat BeLajar online jadi lebih mudah,5,POSITIVE,,,,,,,,,,,
1899,"setelah update sering bug, tidak bisa upload tugas padahal koneksi internet stabil dan memori ruang cukup",2,NEGATIVE,,,,,,,,,,,
1900,Yg buat apk ny tlol di update makin bagus malah nambah tugs padahal udh semua malah keulang lgi Ngent0t emang 🤬,1,NEGATIVE,,,,,,,,,,,
1901,Kok gk bisa memuat si anjinc guru gw buat tugas baru lagi tapi tulisannya gk bisa memuat kan ANJINX Edit: ERROR TERUS ANJINKKKK APLIKASI TOLOL,1,NEGATIVE,,,,,,,,,,,
1902,"Yang komen gara² aplikasi ini kalian stres karena tugas numpuk, ngotak tolol makanya kalau ada tugas langsung lu kerjain jgn lu tumpuk.giliran numpuk nyalahin aplikasi nya, dasar BODOH",5,POSITIVE,,,,,,,,,,,
1903,Mohon bugnya dihilangkan agar siswa mudah dalam mengirimkan tgs Saya sudah sering jika mengirim tgs lewat classroom gak bisa² pdhal sinyal saya bagus,1,NEGATIVE,,,,,,,,,,,
1904,Kok ruang kelasnya hilang semua gimana nii??,1,NEGATIVE,,,,,,,,,,,
1905,"Banyak bug,lagi nyante nyante tiba tiba ada notif🗿",1,NEGATIVE,,,,,,,,,,,
1906,Saya sangat senang belajar online membuat saya gembira Terima kasih para guru semua,1,NEGATIVE,,,,,,,,,,,
1907,Tolong di perbaiki sistem nya saya tidak bisa mengembalikan kelas yang di arsip kan,4,POSITIVE,,,,,,,,,,,
1908,lumayan walaupun kalau kirim tugas vid lama betol bahkan sampai gabisa cuma ngabisin kuota doang hehee,4,POSITIVE,,,,,,,,,,,
1909,Ada bug paling rese pagi pagi jam 6 udh ada tugas abis tuh waktunya cuma 1 jam doang kg tau napa tuh guru muridnya lagi bobo,5,POSITIVE,,,,,,,,,,,
1910,Semoga apk kntl ini segera di update🙏 ngirim tugas foto dan video sangat menguji kesabaran pengguna padalah jaringan baik² saja,2,NEGATIVE,,,,,,,,,,,
1911,Classroom tolong dong hapus semua bug nya saat saya mau ngumpulkan tugas dokumen kok gak bisa,1,NEGATIVE,,,,,,,,,,,
1912,Apakah bisa lebih tingkat lagi Dan bisa ubah tema,5,POSITIVE,,,,,,,,,,,
1913,Aplikasi nya sangat bagus dan membantu dalam mengirim tugas sekolah. Terimakasih,5,POSITIVE,,,,,,,,,,,
1914,"TOLONG GOOGLE CLASSROOM ADA HAL YANG MEMBUAT SAYA KESAL YAITU TUGAS YANG SELALU MASUK DI SAAT SAYA SEDANG REBAHAN BAHKAN SAAT SAYA BANGUN TIDUR TUGAS SELALU MUNCUL PADAHAL BUKAN JADWAL PELAJARAN , TERIMAKASIH GOOGLE CLASSROOM SEMOGA BISA DI DENGAR KALO GAK DI DENGAR SAMA AJA GOOGLE KAYAK DPR GAK BISA MENDENGAR RAKYAT",1,NEGATIVE,,,,,,,,,,,
1915,APK INI SANGAT BERMANFAAT UNTUK BELAJAR ONLINE SELAMA PANDEMI COVID-19 INI SEKIAN TERIMA KASIH,5,POSITIVE,,,,,,,,,,,
1916,Mengumpulkan tugas jadi lebih mudah dan cepat dengan aplikasi ini...CLASSROOM,5,POSITIVE,,,,,,,,,,,
1917,Kenapa selalu muncul tugas. Tolong diperbaiki agar tugas saya menjadi sedikit,5,POSITIVE,,,,,,,,,,,
1918,"Dasar tolol tugas banyak kok nyalahin aplikasi,kalo gak mau dikasih tugas jadi pengangguran aja sana gblog kerjaan rebahan mulu",5,POSITIVE,,,,,,,,,,,
1919,Bagus banget apk nya bisa liat tugas dari guru,5,POSITIVE,,,,,,,,,,,
1920,Aplikasi nya banyak bug. Masa lagi enak enak tiduran dapet notif ga jelas banget wasu,1,NEGATIVE,,,,,,,,,,,
1921,Tarima kasi clasroom Karna kamu kami bisa menerima tugas secara online,5,POSITIVE,,,,,,,,,,,
1922,"Kenapa susah sekali mengapload file kecil yang hanya sebesar 2-4 MB, padahal jaringan ngebut dan lancar",1,NEGATIVE,,,,,,,,,,,
1923,Aku tuh suka banget belajar disini tapi yang aneh aku gak bisa ngumpulin tugas nya😥,5,POSITIVE,,,,,,,,,,,
1924,Apk bikin kepala pusing!!!!!!!!!!! ¡!!!!!!!!!!! Nks,1,NEGATIVE,,,,,,,,,,,
1925,"Selesai satu, ada lagi, selesai lagi, ada lagi Gitu aja seterusnya sampai Otak meledak duarrr duarr duarr duarr, duarr odading mang oleh rasanya",1,NEGATIVE,,,,,,,,,,,
1926,Tolong fix bug ini saya lagi diam tiba-tiba ada tugas dari guru tolong fix bug ini,5,POSITIVE,,,,,,,,,,,
1927,Karnah ini saya bisa cepat kumpul tugas dengan cepat makasih atas di buat nya aplikasi ini,5,POSITIVE,,,,,,,,,,,
1928,Aplikasinya sangat membantu Pembelajaran Jarak Jauh selama pandemi.. best pokoknya 👍,5,POSITIVE,,,,,,,,,,,
1929,Kenapa ya susah d donwload ulang???,4,POSITIVE,,,,,,,,,,,
1930,"Saya suka banget belajar di aplikasi ini , seharusnya pembuat aplikasi berterimakasih karena para guru aplikasi ini laku dan banyak yg donlowd sekian dan terimakasih",4,POSITIVE,,,,,,,,,,,
1931,Akibat belajar online@@@@!!!!!!!!@!!!!!@@!!@!@!!!!!!!!!!!!!!!///////////////////////////_/////////////////////////////_////////__kuota habis pinter kagak #bodoh iya,1,NEGATIVE,,,,,,,,,,,
1932,bagus sih cuman terkadang lemot sekali padahal jaringan saya baik tolong diperbaiki lagi,4,POSITIVE,,,,,,,,,,,
1933,Aya beri bintang 1 karena setiap pagi ada bug notif yang buat saya ke bangun jadi tolo sama pihak yang buat aplikasih ini tolong banget di fiks bugnya🙏,1,NEGATIVE,,,,,,,,,,,
1934,Kok ngebug? Tulissannya tidak dapat memuat kelas,2,NEGATIVE,,,,,,,,,,,
1935,apa ngga bisa hapus Dokumen dan ngga bisa ngirim fideo 😑Apa ini bikin gw kesel aja nih bodo,1,NEGATIVE,,,,,,,,,,,
1936,Berkat apk ini tugas saya menjadi bertambah :),1,NEGATIVE,,,,,,,,,,,
1937,Ini gimana dah ngirim 1 tugas aja setengah jam lebih padahal sinya ga nge lag sama sekali,1,NEGATIVE,,,,,,,,,,,
1938,Cepat sembuh indonesiaku kami rindu kamu yang dulu memberi kecerian kepada kita semu :),5,POSITIVE,,,,,,,,,,,
1939,Apknya menyiksa banget lagi santai malah ada notif tugas kalo bisa fix ini fitur,1,NEGATIVE,,,,,,,,,,,
1940,Min tolong kenapa ketika saya mengirim tugas saya tidak terkirim tolong di perbaiki,2,NEGATIVE,,,,,,,,,,,
1941,"Aku belajar pake apl ini bner² bagus banget, karena itu aku kasih bintang 5",5,POSITIVE,,,,,,,,,,,
1942,"Nambah ga jls setelah di update, tugas yang kasih guru nya malah jadi gada di gc nya",1,NEGATIVE,,,,,,,,,,,
1943,Wahhh aplikasi nya bagus sekali Tapi kok guru nya???????,2,NEGATIVE,,,,,,,,,,,
1944,"hlo stiap sy mau kumpul tugas knp terjadi kesalahan trus, akhirnya di kira guru sy tdak mengumpulkan tugas dan nilai sy di kurangi",1,NEGATIVE,,,,,,,,,,,
1945,Lama ngirimnya orang udah kirim video tapi video nya malah gak kekirim ngebug nya jangan gitu nanti harus ulang ulang lagi yang kekirim foto foto aja,2,NEGATIVE,,,,,,,,,,,
1946,Jelek tiba tiba ada tugas bug ya min perbaiki ya biar gaada tugas,1,NEGATIVE,,,,,,,,,,,
1947,"bagus, cmn klo upload foto/tugas suka lama jadi agak membuang waktu. mksh",4,POSITIVE,,,,,,,,,,,
1948,Kenapa kalau ada tugas tidak ada notifikasi padahal udah disetting supaya ada notifnya,1,NEGATIVE,,,,,,,,,,,
1949,"Membantu sy ,walaupun bikin stres tp apk ini sngt bermanfaat ,jd klo mau nge-ranting pikir"" dlu yh 🙏🏻",5,POSITIVE,,,,,,,,,,,
1950,Apknya jelek awalnya bagus bisa kirim tugas tepat waktu tapi setelah di update gak bisa ngirim tugas lagi😭😭😭,1,NEGATIVE,,,,,,,,,,,
1951,Bagus Krn sangat membatu saya dalam pembelajaran jarak jauh pada masa pandemi ini,5,POSITIVE,,,,,,,,,,,
1952,"sumpah dah upload potonya lama banget padahal koneksi bagus, gimana nih ? 😡",2,NEGATIVE,,,,,,,,,,,
1953,Aplikasi ini sangat bagus tapi bug tugas nya tolong dihapus saya stress gara gara bug tugas nya jadi bug tugas nya tolong di hapus segera,2,NEGATIVE,,,,,,,,,,,
1954,Ada bug di classroom kalau pagi tiba-tiba ada notifikasi tolong sangat meresahkan,1,NEGATIVE,,,,,,,,,,,
1955,Aplikasi udah bagus banget tetapi seharusnya ada mode Gelap jadi lebih bagus lagi 😁😁😁,5,POSITIVE,,,,,,,,,,,
1956,1 bintang untuk ku karena sangat meresahkan saya Tugas Mulu cape Jir,1,NEGATIVE,,,,,,,,,,,
1957,Benci sih soalnya pas mau serahkan tugas tuh dokumen atau fotonya nggak mau jalan sebel sih,1,NEGATIVE,,,,,,,,,,,
1958,Keren tidak keren super tidak keren ni aplikasi jelek amat kalo mau kirim video lama gambar juga lama🤬🤬🤬🤬😡😡perbaiki ke nih aplikasi,1,NEGATIVE,,,,,,,,,,,
1959,"Notifikasi nya telat mohon diperbaiki , gara2 notif telat saya tidak iku pembelajaran ,mohon diperbaiki",2,NEGATIVE,,,,,,,,,,,
1960,Setelah di update makin banyak bug dan setiap kali ingin menyegarkan atau bergabung ke kelas selalu bermasalah,1,NEGATIVE,,,,,,,,,,,
1961,Tidak bisa membuka file didalam classroom nya,1,NEGATIVE,,,,,,,,,,,
1962,"Google niat sih bikin apk nya,masa saya gk bisa ngirim tugas",1,NEGATIVE,,,,,,,,,,,
1963,Bagus untuk tugas nya cepat dinilai dan cepat,5,POSITIVE,,,,,,,,,,,
1964,Aku suka aku semakin semangat buat belajarnya,1,NEGATIVE,,,,,,,,,,,
1965,bagus fitur²nya juga bagus.Gampang untuk melihat apakah ada tugas.Sangat membantu dalam pjj,5,POSITIVE,,,,,,,,,,,
1966,"Apk ini bagus cuma tolong diperbarui bagaimana membagikan lokasi google maps ke google classroom, terima kasih",5,POSITIVE,,,,,,,,,,,
1967,Knpa banyyak tugas msh mending skolh tatap muka . Daring banyyak tugass!!!!!!!,1,NEGATIVE,,,,,,,,,,,
1968,"Sukak kesell klo lgi fotoin tugas loading nya lama , buang² wktu sajaa , pdhl jaringan baguss 🗿 , plisss perbaiki ni apk , klo masi blm di perbaikin aku bkl kasi rating bintang 1 🗿",1,NEGATIVE,,,,,,,,,,,
1969,"Cukup membantu belajar sekali apalagi saat seperti ini, walaupun kadang banyak kendala. terima kasih",5,POSITIVE,,,,,,,,,,,
1970,Apkanya ngebuk gais enak enak tidur langsung hp aku bunyi dan dan dapat tugas.. Tolong apk ini diperbaiki agar aku ngk dapat tugas,1,NEGATIVE,,,,,,,,,,,
1971,Apknya bagus bagus aja yaaa ada lah yg kurang kayak tugas tdk bisa terkirim tapi itu bisa di atasi pake tambah dokumen,5,POSITIVE,,,,,,,,,,,
1972,"ini aplikasi apa si, baru bangun tidur masa langsung disuruh ngerjain tugas",1,NEGATIVE,,,,,,,,,,,
1973,Saya puas dengan Google Kelas ini,5,POSITIVE,,,,,,,,,,,
1974,"Itu yang koment jelek jelek dia hanya tidak tau apa apa, L O L memalukan :v",5,POSITIVE,,,,,,,,,,,
1975,Aplikasinya bagus membuatku lebih mudah belajar,5,POSITIVE,,,,,,,,,,,
1976,Sangat membantu sekali dalam pelajaran online,5,POSITIVE,,,,,,,,,,,
1977,"Tolong dong classroom, ban seluruh guru yang ngespam tugas :V",1,NEGATIVE,,,,,,,,,,,
1978,"Ini kenapa ngga bisa ngirim tugasnya, bantu lah yang rugi yang pake. Masa dari kemaren ngga bisa",1,NEGATIVE,,,,,,,,,,,
1979,Apk nya nge bug ini masa baru bangun banyak notifnya kalo ga di buka nilai ku jelek di rapot ngebug apknya,1,NEGATIVE,,,,,,,,,,,
1980,"Sebaikny bug nya segera di hapus, setiap pagi hari notif tugas selalu muncul 🙏.",1,NEGATIVE,,,,,,,,,,,
1981,"Mohon bug saat foto tugas nya kadang kadang miring sendiri,mohon bug nya di hapus",1,NEGATIVE,,,,,,,,,,,
1982,"GC SAYA KOK NGEBUNG YA PADAHAL UDAH SAYA PERMARUI DAN MASI NGEBUNG GEJALA YA HAMPIR SETIAP HARI ADA NOTIF DARI GC ""ANAK-ANAK TOLONG TUGASNYA DIKERJAKAN"" UTU SANGAT MENGGANGGU PARA SOLO RANK ""TERIMAKASIH """,5,POSITIVE,,,,,,,,,,,
1983,Bagus banget dan berguna banget untuk sekolah 😁,5,POSITIVE,,,,,,,,,,,
1984,Kenapa ketika saya telah mengerjakan tugas tertera tulisan TIDAK ADA padahal saya telah menyelesaikan tugas yang diberi kan oleh guru namun kadang kadang setelah di serahkan malah tertera tulisan TIDAK ADA jadi masukan dari saya tolong di perbaiki lagi Ok good luck 👍,5,POSITIVE,,,,,,,,,,,
1985,Kalo mau upload tugas lama banget butuh waktu 3 menit tolong perbaiki emosi saya,1,NEGATIVE,,,,,,,,,,,
1986,Tugas membuat kepala saya pusing jdi terimakasi google !!!!,1,NEGATIVE,,,,,,,,,,,
1987,Kecewa dgn apk ini krn terkadang kelas saya hilang tanpa sebab dan suka eror / nge bug,1,NEGATIVE,,,,,,,,,,,
1988,APK JELEK BIKIN BNYK TUGAS,1,NEGATIVE,,,,,,,,,,,
1989,"Banyak BUG nya,Lagi enak enak tidur eh Ada notif tugas dari guru BUG nya sangat mengganggu tolong BUG nya segerah Di fix agar guru Saya berhenti mengirimkan Tugas",1,NEGATIVE,,,,,,,,,,,
1990,Tolong di bantu kenapa google Classroom tidak bisa mengirim tugas yang lewat ketikan,2,NEGATIVE,,,,,,,,,,,
1991,Tolong di update lagi biar kaga lagg lagi atau ngebung,1,NEGATIVE,,,,,,,,,,,
1992,Makasih untuk classroom atau pun gogle kelas saya bisa belajar lebih mudah sekarang,5,POSITIVE,,,,,,,,,,,
1993,Tutor Hidupin notif,1,NEGATIVE,,,,,,,,,,,
1994,"Upload filenya lama banget, setelah selesai malah gak bisa gak bisa dibuka",1,NEGATIVE,,,,,,,,,,,
1995,Sangat membantu dalam pembelajaran. Saran maunya ada daftar hadir perbulan,5,POSITIVE,,,,,,,,,,,
1996,"Kenapa saat akan mengupload tugas lama sekali,tolong diperbaiki agar cepat",1,NEGATIVE,,,,,,,,,,,
1997,"Harusnya ada penyelesaian tugas otomatis, agar siswa terhindar dari stress",1,NEGATIVE,,,,,,,,,,,
1998,"Cih apaan sinyal bagus, ngirim 5,78mb aja lama nya kayak 2gb asu tolong lah aku ngerjain tugas ngk satu doank banyak klo lama kayak gitu ya ngk kelar2 lah",1,NEGATIVE,,,,,,,,,,,
1999,Notifnya sering telat yang harusnya sudah keluar lama tapi baru keluar sekarang,1,NEGATIVE,,,,,,,,,,,
2000,Aplikasi ini membuat kepalaku jadi pusing woiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1,NEGATIVE,,,,,,,,,,,
2001,Setelah di-update bug nya malah makin banyak,1,NEGATIVE,,,,,,,,,,,
2002,Aku dapat menuntut ilmu dari sini I love you,5,POSITIVE,,,,,,,,,,,
2003,Tidak bisa di buka internet terhenti katanya,1,NEGATIVE,,,,,,,,,,,
2004,Aplikasi yang bisa membuat orang pusing,1,NEGATIVE,,,,,,,,,,,
2005,Kalau udah dikoreksi/dikembalikan seharusnya jangan ditaruh di daftar tugas,4,POSITIVE,,,,,,,,,,,
2006,"Aplikasi yang bagus, tapi bisa ngga hilanggin fitur nambah tugas, biar tugas nya ngga bakal muncul",1,NEGATIVE,,,,,,,,,,,
2007,saya ganti hp trus masuk ke google classroom tapi knp tidak dapat mengakses kelas,2,NEGATIVE,,,,,,,,,,,
2008,Anjg harusnya foto yang dikirim pengajar bisa disimpan di GALERY gblg,1,NEGATIVE,,,,,,,,,,,
2009,Kapan masuk sekolah saya rindu suasana sekolah tapi tdk dengan sekolahnya:v,5,POSITIVE,,,,,,,,,,,
